Category,cleaned_resume
BUSINESS-DEVELOPMENT,"Sales, New Business Development, Pricing Proposal Development, P & L Management, Customer Relationship Management, Strategic Planning, Customer Service, Key Account Management, Contract Negotiations, Financials, Budgeting, Forecasting, Networking, Marketing, Integration, Market Share, System Development, Account Management, Contract Negotiations, CRM, Financials, New Product Introduction, Relationship Management, Strategic Planning, Training"
BUSINESS-DEVELOPMENT,"acquisitions, audio, business development, contracts, client, databases, financial, negotiations, psychology, real estate, settlements, structured, problem solving, analytical, quantitative, oral communication, written communication, contract negotiation, file maintenance, Microsoft Office, cold calling, sales management, team player"
BUSINESS-DEVELOPMENT,"Superior time management, Financial accounting and control management, Financial analysis and reporting, MS Office Suites, QuickBooks, Advanced computer proficiency, Analytical and problem solving abilities, Critical thinking, Strategic and financial planning and modeling, Proficient in SAP (FICO), Business analysis and valuation, Budgeting, Forecasting and planning, General financial accounting and control, Strong analytical and attention detail, Multi-tasking, Deadline driven"
BUSINESS-DEVELOPMENT,"B2B, back-up, business development, Call Center, closing, Coach, cold calling, competitive, contracts, CRM, client, database, email, senior management, focus, hiring, human resource, inside sales, Director, marketing, market, Microsoft Office Suite, Enterprise, network, networking, outside sales, personnel, policies, presentations, pricing, proposals, Research, Sales, scheduling, Strategic, supervisory"
BUSINESS-DEVELOPMENT,"Business development, Sales management, Territorial marketing, Customer service, Written communication, Verbal communication, Account management, Outbound calling, Email communication, Team collaboration, Lead follow-up, Customer satisfaction, Problem solving, Marketing strategy development, Process improvement, Staff training, Client development, Leadership, Team management, Planning and organization, Retail operations, Loss prevention, Audit compliance, Sales promotion, Community outreach, Relationship building, Program facilitation, Data reporting, Activity leadership"
BUSINESS-DEVELOPMENT,"Strong verbal communication, Data management, Process implementation, Powerful negotiator, Budgeting and finance, Team leadership, Self-motivated, Project management, Conflict resolution, Risk management processes and analysis, analyst, AutoCAD, budget, business development, develop business, configuration management, consultation, contracts, client, clients, customer satisfaction, delivery, Direct sales, engineer, environmental health and safety, information security, instructor, insurance, logistics, marketing materials, materials, Material science, Microsoft Windows, Radar, network installation, networks, processes, project management, quality, quality management, sales, Six Sigma, strategy"
BUSINESS-DEVELOPMENT,"Risk management processes and analysis, Team leadership, Staff development, Project management, Self-motivated, Process implementation, Powerful negotiator, Extremely organized, Client assessment and analysis, Budgeting and finance, Strong verbal communication, Team liaison, Conflict resolution, Budget, Business development, Product sales, Configuration management, Consultation, Contracts, Customer satisfaction, On-time delivery, Direct sales, Engineering, Environmental health and safety, Information security, Instructor, Insurance, Logistics, Marketing materials, Material science, Microsoft Windows, Radar, Network installation, Quality management, Six Sigma lean manufacturing"
BUSINESS-DEVELOPMENT,"Excellent written, oral, and interpersonal communication skills, Strong analytical, problem-solving, and conceptual skills, Self-motivated, ability to plan, schedule and prioritize daily activities, Teamwork, Independent assignments, Proficient with SAP CRM, MS Office applications, Advanced typing skills, Professional work ethic, Business development, Outbound marketing campaigns, CRM management, SPIN Selling, BANT sales approach, Territory strategy development, Sales processes support, Lead disposition and tracking, Revenue capture, Lead re-qualification, Marketing analysis, Troubleshooting campaigns, Event recruitment, Appointment setting, Lead generation, Technical Sales, Social Selling, Network Security, Relationship Building, Channel Partners, Cold Calling"
BUSINESS-DEVELOPMENT,"Meeting/exceeding sales goals, Highly driven and motivated, Excellent communicative skills, Successful implementation of sales strategies, Negotiations expert, Tenacious closer, Consistently reliable sales, Highly intuitive to clients needs, Research, source, make initial contact, Prepare and present proposals, Close new accounts, Develop and maintain Sales Plan, Manage activities through CRM software, Exceptional customer service, Networking and marketing, Guided clients in safe exercise, Suggested exercise modifications, Tracking class attendance, Monitoring class size, Developed interior design company, Implemented project costs, budgets and design schedules, Account management, Created branding and design presentations, Proficient in Ntreis, Proficient in Centralized Showing Services, Proficient in Smart Locating Apartment Data, Proficient in Zumper, Proficient in Craigslist, Proficient in Microsoft Office, Proficient in CRM - Zoho, Fund Raising, Event Planning, Public Presentation/Speaking."
BUSINESS-DEVELOPMENT,"Results-driven, business development, strategic pursuits, government opportunities, healthcare solutions, business process solutions, client engagement, oral communication, written communication, analytical skills, business acumen, demand creation, federal government experience, knowledge of Federal Acquisition Regulations, team leadership, partnering arrangements, Medicaid experience, human services experience, data acquisition, data aggregation, SaaS, IT support services, interoperability, ePresentation, payment integrity, advanced data analytics, white papers, digital technology, digital capture, management, storage, client engineering support, sales achievement, mechanical-industrial engineering, executive management, business development, HIPAA certification."
BUSINESS-DEVELOPMENT,"accounting, budget, cold calling, Credit, client, clients, staff training, Financial, Director, marketing, Market, Marketing and Management, materials, Excel, office, Outlook Express, Power Point, win, Word, networking, processes, promotion, public relations, relationship building, Restaurant Management, Sales, Sales Manager, telemarketing"
BUSINESS-DEVELOPMENT,"Strategic positioning, Contracts, Strategic planning, Critical thinking, Account management, Competitive analysis, New customer acquisition, Stakeholder relations, Business Development, Sales Management, Marketing, Operations, Training, Solutions, Business Requirements, Correspondence, Metrics, Project Plans, Budget, Business Process Improvement, Coaching, Drafting, E-learning, Proposal Development, Strategic Marketing, User Experience, Web-based, White Papers, Finance, Instructor, Investor Relations, Lending, Market Share, Mortgage Banking, Mortgage Lending, Real Estate, Data Mining, Networking, Promotional, SAP, Pentaho, Microsoft Office, Project Management, Six Sigma, Pharmacy Technician"
BUSINESS-DEVELOPMENT,"Identify and capitalizing on opportunities, Understanding customer requirements, Networking in a professional manner, Developing key relationships, Identifying important decision makers, Maximizing revenue, Knowledge of screening processes, Comprehensive understanding of internal processes, Understanding key business drivers, Analyzing and solving problems, Managing long term projects, Reviewing time and resources against return on investment, Taking responsibility for personal development, Generating new business, Identifying prospective clients, Timely and accurate client replies, Making outbound calls, Completing documentation and administrative records, Maintaining a database of contacts, Guided finance staff, Accounting, Reporting, Billing, Credit card processing, Collections, Cash management, Budgeting, Forecasting, Payroll, Accounts payable, Accounts receivable, Human resources, Coordinated annual budget process, Developed budget monitoring systems, Analyzed budget patterns, Ensured compliance with procedures, Provided budget instruction, Performed accounting functions, Audit testing, Preparing tax returns, Conducted bookkeeping duties, Directed staff in cosmetic services, Customer relationship building, Customer satisfaction, Provided educational support, Assisted in store functions, Customer service, Sales, Merchandising, Inventory control, Problem resolution, Selected for outbound sales team, Inbound and outbound sales functions."
